id,label,title_decision,title_score,content_decision,content_score
3027,REAL,impartial,0.653420568,unsure,0.416989237
4377,REAL,bias,0.396567047,bias,0.282161474
5937,FAKE,impartial,0.844191968,bias,0.332322776
7277,FAKE,unsure,0.551308453,bias,0.332322776
5521,FAKE,impartial,0.766874313,bias,0.301087797
3627,REAL,impartial,0.762429476,bias,0.332322776
9360,FAKE,impartial,0.806983411,unsure,0.47584179
909,REAL,impartial,0.761464,bias,0.318761289
6646,FAKE,impartial,0.913692176,bias,0.332322776
1522,REAL,unsure,0.568500936,bias,0.121996053
7540,FAKE,impartial,0.794082165,bias,0.162960038
1834,REAL,bias,0.242071867,bias,0.332322776
1775,REAL,unsure,0.407176882,unsure,0.57771647
8212,FAKE,bias,0.242489651,bias,0.086725265
3363,REAL,bias,0.329656214,bias,0.218259469
1084,REAL,impartial,0.769884586,bias,0.096730769
4410,REAL,impartial,0.610265493,impartial,0.919785559
2669,REAL,bias,0.060594421,bias,0.364181817
3648,REAL,unsure,0.469716251,impartial,0.787554324
6197,FAKE,impartial,0.749362886,bias,0.068366759
596,REAL,unsure,0.418477178,bias,0.378550053
6061,FAKE,bias,0.207128704,bias,0.214119509
1569,REAL,bias,0.242672443,impartial,0.945040464
1178,REAL,bias,0.157789022,bias,0.213412702
9545,FAKE,bias,0.319343239,bias,0.230400473
1506,REAL,unsure,0.490832865,bias,0.250858843
1641,REAL,unsure,0.50831604,bias,0.250292242
139,REAL,bias,0.202918038,unsure,0.481761873
7744,FAKE,unsure,0.55537647,unsure,0.463242233
8177,FAKE,bias,0.262786537,bias,0.210001647
4134,REAL,impartial,0.849660516,impartial,0.682666123
917,REAL,impartial,0.816910028,bias,0.332322776
3854,REAL,unsure,0.477069139,impartial,0.938192785
7049,FAKE,unsure,0.567897916,bias,0.020794943
3343,REAL,unsure,0.408740431,impartial,0.787508607
4348,REAL,impartial,0.763451695,bias,0.385747552
3424,REAL,impartial,0.757135451,bias,0.339402288
1718,REAL,bias,0.080276668,bias,0.159779921
143,REAL,bias,0.090904549,bias,0.230428591
930,REAL,unsure,0.4304232,unsure,0.584351182
1661,REAL,impartial,0.611270249,bias,0.332322776
7801,FAKE,bias,0.145900026,bias,0.08385437
10232,FAKE,unsure,0.480961621,bias,0.214228541
1360,REAL,bias,0.117185749,bias,0.180224776
3635,REAL,impartial,0.950946152,impartial,0.796497047
8290,FAKE,impartial,0.776375234,bias,0.144305289
6227,FAKE,bias,0.136747599,bias,0.3726964
3255,REAL,impartial,0.75286752,bias,0.33848387
3177,REAL,bias,0.203457996,unsure,0.59578526
2832,REAL,bias,0.215875864,bias,0.332322776
4294,REAL,bias,0.329377532,unsure,0.569629729
5316,FAKE,impartial,0.858650386,bias,0.332322776
1524,REAL,unsure,0.497125298,impartial,0.757310987
2974,REAL,bias,0.095068745,bias,0.309383392
3364,REAL,impartial,0.925264597,impartial,0.887010217
4933,REAL,impartial,0.714340746,impartial,0.90805006
5530,FAKE,impartial,0.750958085,bias,0.332322776
7680,FAKE,impartial,0.738992989,bias,0.160069913
10490,FAKE,bias,0.170376182,bias,0.198999897
9413,FAKE,bias,0.066280872,impartial,0.642822385
4880,REAL,bias,0.121567041,impartial,0.716059923
3512,REAL,impartial,0.787449837,impartial,0.920336723
8685,FAKE,impartial,0.700889945,bias,0.142309815
6763,FAKE,impartial,0.852685571,impartial,0.944576681
7730,FAKE,bias,0.228004277,bias,0.284535557
2546,REAL,bias,0.344552368,bias,0.391310543
2596,REAL,bias,0.231255636,impartial,0.611440897
7362,FAKE,bias,0.08107762,bias,0.079294376
7513,FAKE,impartial,0.771065533,impartial,0.865540564
1475,REAL,impartial,0.793421626,impartial,0.924517035
2232,REAL,bias,0.28649956,bias,0.231533617
6247,FAKE,impartial,0.78702873,bias,0.153538898
127,REAL,impartial,0.892496824,unsure,0.463490188
6025,FAKE,bias,0.28950429,bias,0.191558033
10122,FAKE,bias,0.021923281,bias,0.091071814
4979,REAL,impartial,0.751977086,impartial,0.631818652
1700,REAL,bias,0.215963006,impartial,0.722292542
9398,FAKE,bias,0.145964876,bias,0.260550499
10427,FAKE,unsure,0.546126246,impartial,0.780225813
7099,FAKE,impartial,0.754240811,bias,0.268012106
4500,REAL,bias,0.295499146,impartial,0.705661595
8013,FAKE,bias,0.286841691,bias,0.395009696
2199,REAL,bias,0.282246172,bias,0.32163009
4943,REAL,impartial,0.769574761,bias,0.090270542
10092,FAKE,bias,0.136792153,bias,0.332322776
9121,FAKE,impartial,0.625888824,bias,0.061994586
8122,FAKE,impartial,0.944883764,impartial,0.962950885
8988,FAKE,bias,0.033322528,bias,0.145105064
2115,REAL,bias,0.166443005,impartial,0.715055883
8682,FAKE,bias,0.177558452,impartial,0.719196916
6350,FAKE,unsure,0.481885046,bias,0.139406592
4597,REAL,impartial,0.777304947,impartial,0.813670874
7818,FAKE,bias,0.141386747,impartial,0.602683425
677,REAL,bias,0.230254486,unsure,0.489169002
6408,FAKE,impartial,0.700889945,bias,0.332322776
3004,REAL,bias,0.238678202,impartial,0.754723251
8357,FAKE,bias,0.119810969,impartial,0.660403311
10511,FAKE,impartial,0.729333103,bias,0.141989127
8322,FAKE,impartial,0.668876827,impartial,0.67670691
6212,FAKE,unsure,0.457190216,unsure,0.480454654
172,REAL,impartial,0.885610402,bias,0.332322776
6920,FAKE,bias,0.122809023,bias,0.232816294
9468,FAKE,bias,0.159788966,bias,0.122203045
6460,FAKE,bias,0.019962937,unsure,0.55771172
5202,REAL,bias,0.219258144,bias,0.176510707
6809,FAKE,bias,0.324897617,bias,0.332322776
2802,REAL,unsure,0.565077722,impartial,0.657453775
1329,REAL,unsure,0.402131289,bias,0.332322776
4114,REAL,impartial,0.854742408,bias,0.307069331
6527,FAKE,impartial,0.751682758,bias,0.281385958
4354,REAL,impartial,0.893321633,impartial,0.723374605
3138,REAL,bias,0.262936473,bias,0.11329411
9447,FAKE,impartial,0.603348434,impartial,0.819840252
7256,FAKE,impartial,0.935293198,bias,0.332322776
421,REAL,bias,0.082085252,impartial,0.886501968
7228,FAKE,impartial,0.686824977,impartial,0.804778814
2850,REAL,impartial,0.920098901,impartial,0.921842158
7628,FAKE,bias,0.04316999,bias,0.213837072
8918,FAKE,bias,0.118403696,bias,0.331287771
51,REAL,unsure,0.492866099,bias,0.159778148
7711,FAKE,impartial,0.919437766,bias,0.349435925
9295,FAKE,unsure,0.434025913,bias,0.332322776
7474,FAKE,bias,0.190053612,bias,0.052497428
186,REAL,bias,0.035793386,bias,0.174930692
7661,FAKE,unsure,0.463852912,bias,0.290661544
7443,FAKE,impartial,0.703065038,bias,0.197673172
3700,REAL,impartial,0.734743297,unsure,0.55832231
8210,FAKE,bias,0.299505502,bias,0.242119834
5040,REAL,bias,0.313970506,bias,0.335067153
9756,FAKE,bias,0.292099655,bias,0.215253264
2305,REAL,impartial,0.910137475,impartial,0.662371218
2228,REAL,bias,0.322590053,bias,0.332322776
3008,REAL,impartial,0.85890311,impartial,0.788915634
6851,FAKE,bias,0.128138334,bias,0.226749465
3872,REAL,bias,0.217718497,bias,0.21957165
1884,REAL,bias,0.288320541,bias,0.31766969
4239,REAL,bias,0.243146971,bias,0.397121787
3282,REAL,unsure,0.577529907,impartial,0.85116446
9239,FAKE,bias,0.37651667,bias,0.065498725
4532,REAL,bias,0.107585073,unsure,0.547636509
4130,REAL,impartial,0.842620671,impartial,0.872706652
6815,FAKE,impartial,0.845208645,bias,0.2422916
599,REAL,bias,0.284234375,impartial,0.672196209
4577,REAL,bias,0.085123286,bias,0.105646044
7154,FAKE,impartial,0.7785694,bias,0.307283372
7757,FAKE,impartial,0.774426281,bias,0.332322776
1934,REAL,unsure,0.519614875,impartial,0.786762118
9557,FAKE,impartial,0.916637599,unsure,0.557637215
5297,FAKE,impartial,0.935846925,impartial,0.941966236
5075,REAL,unsure,0.570977807,unsure,0.422744095
2076,REAL,impartial,0.82197845,bias,0.332322776
8142,FAKE,bias,0.329837114,bias,0.332322776
4714,REAL,impartial,0.649274945,unsure,0.447425693
6176,FAKE,unsure,0.421517938,bias,0.187234133
9402,FAKE,bias,0.018505979,bias,0.332322776
6948,FAKE,bias,0.260422289,bias,0.078196131
4911,REAL,impartial,0.710579753,impartial,0.600641549
9991,FAKE,bias,0.310172439,bias,0.072752967
10555,FAKE,bias,0.215856686,bias,0.142888069
8549,FAKE,impartial,0.836778462,bias,0.232810602
2834,REAL,impartial,0.832526267,impartial,0.714576483
6035,FAKE,impartial,0.872646153,impartial,0.700383246
2281,REAL,impartial,0.826917648,unsure,0.54051125
9134,FAKE,impartial,0.691776037,bias,0.091047227
6407,FAKE,impartial,0.709313154,bias,0.332322776
1938,REAL,impartial,0.61887598,unsure,0.480901361
1255,REAL,unsure,0.439793169,bias,0.3567819
4618,REAL,unsure,0.546542764,bias,0.330354124
3602,REAL,impartial,0.892373502,impartial,0.856217325
6841,FAKE,unsure,0.559202135,bias,0.332322776
8756,FAKE,impartial,0.700889945,bias,0.3726964
5918,FAKE,bias,0.338472456,unsure,0.482816041
384,REAL,unsure,0.45144698,bias,0.332322776
4492,REAL,bias,0.183673725,impartial,0.871773005
2432,REAL,bias,0.263726741,unsure,0.50532335
5307,FAKE,bias,0.242444843,bias,0.071469769
8484,FAKE,impartial,0.69582361,bias,0.332322776
9948,FAKE,impartial,0.930109859,unsure,0.476106822
2916,REAL,impartial,0.749354243,bias,0.332322776
6058,FAKE,bias,0.341046691,bias,0.31969434
4713,REAL,impartial,0.741442323,impartial,0.750193417
8767,FAKE,bias,0.184074372,impartial,0.834654152
4217,REAL,bias,0.227205724,bias,0.161306679
1770,REAL,impartial,0.736979127,bias,0.332322776
9394,FAKE,unsure,0.517122865,bias,0.257425666
8428,FAKE,bias,0.159192339,unsure,0.564015031
3427,REAL,unsure,0.421703607,impartial,0.736424565
658,REAL,unsure,0.551430345,impartial,0.88180393
10357,FAKE,bias,0.161114424,bias,0.332322776
4865,REAL,impartial,0.873059571,unsure,0.492932409
4031,REAL,unsure,0.551863253,impartial,0.89906323
10257,FAKE,impartial,0.748389244,unsure,0.576837659
2586,REAL,impartial,0.860604107,bias,0.354792804
4045,REAL,bias,0.157398239,bias,0.322746843
4632,REAL,bias,0.232437313,bias,0.332322776
71,REAL,impartial,0.627635598,unsure,0.567174137
7577,FAKE,impartial,0.81646961,bias,0.332322776
1108,REAL,bias,0.210974991,unsure,0.451968938
9485,FAKE,bias,0.363626957,bias,0.329263449
4701,REAL,bias,0.331410557,unsure,0.416089058
4929,REAL,impartial,0.860728264,unsure,0.503441274
6698,FAKE,bias,0.17565155,bias,0.149326354
667,REAL,bias,0.254286081,impartial,0.616979241
8516,FAKE,bias,0.323335469,bias,0.081121527
3382,REAL,unsure,0.578356564,bias,0.332322776
10048,FAKE,impartial,0.735302806,unsure,0.44551456
5199,REAL,unsure,0.565963745,impartial,0.816474438
1809,REAL,bias,0.261237293,unsure,0.575845003
5724,FAKE,bias,0.128731206,bias,0.117296323
2812,REAL,unsure,0.446602106,impartial,0.742441654
4666,REAL,unsure,0.521042168,unsure,0.547536194
7892,FAKE,bias,0.216714203,unsure,0.589116693
9935,FAKE,bias,0.1895542,bias,0.19333674
6810,FAKE,unsure,0.581081212,bias,0.11923103
5847,FAKE,impartial,0.700889945,bias,0.332322776
7815,FAKE,bias,0.008332142,bias,0.162776262
10183,FAKE,unsure,0.438472211,unsure,0.436389476
6768,FAKE,bias,0.167254999,bias,0.221899331
10203,FAKE,impartial,0.762373984,bias,0.11342109
4808,REAL,bias,0.01893975,bias,0.145689517
9953,FAKE,impartial,0.752806008,bias,0.390570462
9625,FAKE,bias,0.116446279,unsure,0.451164991
4411,REAL,bias,0.294518083,bias,0.288400739
1754,REAL,bias,0.263508052,bias,0.332322776
6872,FAKE,impartial,0.769967198,bias,0.332322776
854,REAL,impartial,0.72168386,impartial,0.958135128
3137,REAL,unsure,0.411192745,unsure,0.514904082
8643,FAKE,bias,0.176007658,unsure,0.537361324
2010,REAL,bias,0.348168284,impartial,0.781715572
9265,FAKE,impartial,0.769340754,bias,0.161679015
1109,REAL,bias,0.397508621,bias,0.148074254
3592,REAL,bias,0.340925604,unsure,0.492521554
5468,FAKE,bias,0.347420275,bias,0.086714238
9044,FAKE,impartial,0.861523628,bias,0.186019972
6203,FAKE,impartial,0.858482003,impartial,0.95255059
6316,FAKE,impartial,0.745661855,bias,0.140417442
3147,REAL,bias,0.254847914,bias,0.156751201
4318,REAL,impartial,0.857543826,impartial,0.631327808
1905,REAL,bias,0.182848766,bias,0.312812328
4051,REAL,unsure,0.499186784,impartial,0.670841396
3852,REAL,unsure,0.456863046,impartial,0.609394848
6850,FAKE,bias,0.222837314,bias,0.103913561
205,REAL,bias,0.260869294,bias,0.065913573
6327,FAKE,unsure,0.469000787,unsure,0.451303214
6442,FAKE,bias,0.373908192,bias,0.23143512
3326,REAL,impartial,0.885496795,unsure,0.479417711
2968,REAL,impartial,0.691769719,unsure,0.464022994
3107,REAL,unsure,0.406205893,unsure,0.498714715
1284,REAL,unsure,0.489957422,bias,0.158786178
2989,REAL,impartial,0.891342223,impartial,0.97293359
6801,FAKE,impartial,0.882949829,impartial,0.802385867
3866,REAL,impartial,0.808498859,impartial,0.677663028
9196,FAKE,bias,0.38039282,bias,0.332322776
4796,REAL,bias,0.387900472,impartial,0.725912571
9676,FAKE,bias,0.380616546,bias,0.285938412
961,REAL,bias,0.315243721,unsure,0.467835277
273,REAL,impartial,0.609442174,bias,0.345945716
3398,REAL,unsure,0.442358345,unsure,0.476441711
10194,FAKE,unsure,0.541759074,impartial,0.81772536
263,REAL,unsure,0.492070407,unsure,0.424312353
1242,REAL,unsure,0.45868808,unsure,0.57532239
2840,REAL,bias,0.32651642,bias,0.329855263
8772,FAKE,unsure,0.509696245,unsure,0.581944823
6862,FAKE,bias,0.122953877,bias,0.129831806
6871,FAKE,bias,0.283766925,bias,0.392020583
7391,FAKE,unsure,0.488963336,bias,0.103376001
1570,REAL,impartial,0.729886651,bias,0.332322776
2463,REAL,impartial,0.76863879,bias,0.314610541
4469,REAL,bias,0.371977419,bias,0.282066554
2507,REAL,unsure,0.434518069,bias,0.332322776
9283,FAKE,bias,0.288229913,bias,0.332322776
8646,FAKE,unsure,0.525567055,bias,0.359040082
6784,FAKE,unsure,0.452027082,bias,0.369848609
1610,REAL,unsure,0.44784674,bias,0.332322776
9508,FAKE,impartial,0.90266031,unsure,0.468068779
4107,REAL,bias,0.240493551,bias,0.236757964
3474,REAL,unsure,0.435600579,bias,0.225792021
8197,FAKE,bias,0.338706821,bias,0.126778275
1181,REAL,bias,0.262001306,impartial,0.745369673
624,REAL,impartial,0.843852103,unsure,0.582902014
5575,FAKE,bias,0.109715648,bias,0.332322776
2042,REAL,bias,0.143169567,bias,0.254163712
8114,FAKE,bias,0.360570252,bias,0.237652302
10246,FAKE,impartial,0.663736641,impartial,0.702158034
9029,FAKE,unsure,0.506859362,impartial,0.676983178
1680,REAL,impartial,0.835487545,bias,0.160650387
2874,REAL,bias,0.220070735,bias,0.387823552
6448,FAKE,impartial,0.830599725,unsure,0.411386758
8294,FAKE,impartial,0.776434362,bias,0.282670289
5244,REAL,unsure,0.440241218,bias,0.234709799
7338,FAKE,impartial,0.860741556,bias,0.246895701
5926,FAKE,impartial,0.765101433,bias,0.332322776
5914,FAKE,impartial,0.684472322,unsure,0.579680502
3888,REAL,impartial,0.807688415,bias,0.332322776
763,REAL,bias,0.060296968,impartial,0.751358092
739,REAL,bias,0.053799022,bias,0.398387522
9961,FAKE,bias,0.225069895,bias,0.332322776
1338,REAL,impartial,0.805213869,bias,0.332322776
5258,REAL,impartial,0.87563473,unsure,0.599578679
4053,REAL,bias,0.277428329,impartial,0.908953547
2678,REAL,bias,0.039480276,bias,0.31176433
3495,REAL,impartial,0.710409284,unsure,0.406573653
4930,REAL,impartial,0.635453105,bias,0.1194598
4904,REAL,bias,0.153053939,unsure,0.566461861
6391,FAKE,impartial,0.875746548,bias,0.269652277
3146,REAL,impartial,0.811470807,impartial,0.619251549
4489,REAL,bias,0.286884725,impartial,0.823911011
9521,FAKE,bias,0.357213855,bias,0.200305343
4454,REAL,bias,0.376578152,unsure,0.588116646
4708,REAL,bias,0.086602047,bias,0.203526363
9340,FAKE,impartial,0.80146277,bias,0.333532214
8145,FAKE,bias,0.324454576,bias,0.290237606
1461,REAL,unsure,0.413991839,impartial,0.741954625
440,REAL,bias,0.360707611,bias,0.24658516
7844,FAKE,bias,0.310546011,bias,0.166586295
3851,REAL,impartial,0.847916722,impartial,0.736168742
334,REAL,impartial,0.659875453,impartial,0.925997138
7928,FAKE,unsure,0.425070524,unsure,0.444666088
9168,FAKE,unsure,0.594122052,bias,0.045205135
6455,FAKE,impartial,0.825381517,bias,0.105297737
3767,REAL,impartial,0.875345528,impartial,0.927367151
6135,FAKE,impartial,0.922194719,bias,0.395131707
5215,REAL,bias,0.318957776,bias,0.075637169
5207,REAL,bias,0.254678339,impartial,0.658544898
10021,FAKE,bias,0.126715228,bias,0.144366726
5035,REAL,bias,0.248283446,impartial,0.857947409
3103,REAL,unsure,0.408750176,bias,0.273940265
6775,FAKE,impartial,0.843646288,unsure,0.47627607
8263,FAKE,impartial,0.880929232,bias,0.142207637
1376,REAL,impartial,0.804244876,bias,0.332322776
6494,FAKE,unsure,0.420588851,bias,0.10498292
1510,REAL,unsure,0.414462477,unsure,0.496903688
356,REAL,impartial,0.881182671,impartial,0.964067519
8521,FAKE,impartial,0.80813694,bias,0.201594293
5722,FAKE,bias,0.135359719,bias,0.119843774
2683,REAL,impartial,0.768701434,bias,0.175814226
8340,FAKE,unsure,0.487318993,unsure,0.410496414
4020,REAL,impartial,0.623138547,impartial,0.820266485
7006,FAKE,bias,0.22395359,bias,0.355928332
3226,REAL,bias,0.229053095,impartial,0.700247705
6287,FAKE,impartial,0.904590547,unsure,0.552731514
7119,FAKE,bias,0.113784745,unsure,0.599138618
3375,REAL,impartial,0.700833619,impartial,0.654855311
3106,REAL,impartial,0.911549389,bias,0.235588089
6804,FAKE,unsure,0.46219784,impartial,0.913335025
5352,FAKE,bias,0.326926857,unsure,0.460829377
2339,REAL,impartial,0.740366995,unsure,0.556381464
7771,FAKE,bias,0.368151903,bias,0.230216712
2422,REAL,bias,0.176391885,impartial,0.71400249
1597,REAL,impartial,0.780988753,bias,0.332322776
4261,REAL,bias,0.272868872,unsure,0.424003124
2640,REAL,impartial,0.768244624,impartial,0.765235364
10454,FAKE,bias,0.378487706,bias,0.08400362
4477,REAL,unsure,0.489446402,impartial,0.718784273
5184,REAL,bias,0.247030154,unsure,0.50853461
4648,REAL,bias,0.231669858,impartial,0.711531878
3144,REAL,impartial,0.724256873,bias,0.101471156
1784,REAL,unsure,0.417989135,unsure,0.465503186
9814,FAKE,impartial,0.888542056,impartial,0.633790374
800,REAL,bias,0.353323191,impartial,0.81440711
1518,REAL,impartial,0.656172216,bias,0.168176785
6429,FAKE,impartial,0.744973838,unsure,0.534836769
3938,REAL,impartial,0.801912189,impartial,0.853978097
3638,REAL,impartial,0.94634968,unsure,0.55650872
6918,FAKE,bias,0.222984612,bias,0.24284099
9825,FAKE,bias,0.390907794,bias,0.127738491
7713,FAKE,bias,0.06690678,bias,0.332322776
1829,REAL,impartial,0.673432469,impartial,0.605466068
6995,FAKE,impartial,0.806417286,bias,0.134608001
2845,REAL,impartial,0.610531986,impartial,0.776128173
317,REAL,impartial,0.936250389,impartial,0.908643842
3302,REAL,impartial,0.872613966,impartial,0.666417956
9645,FAKE,bias,0.274580926,bias,0.212869987
9251,FAKE,impartial,0.885672092,impartial,0.64836812
8146,FAKE,bias,0.051254261,bias,0.292927921
9722,FAKE,bias,0.187529147,impartial,0.667541146
162,REAL,impartial,0.824025691,bias,0.332322776
151,REAL,impartial,0.826406956,unsure,0.542400181
6170,FAKE,bias,0.042285848,bias,0.050521601
2714,REAL,bias,0.389506847,unsure,0.513146698
3327,REAL,impartial,0.904999614,impartial,0.921304047
4147,REAL,impartial,0.965702772,impartial,0.694498122
751,REAL,bias,0.398122162,unsure,0.496638
3993,REAL,bias,0.379255682,bias,0.206962153
3664,REAL,impartial,0.937548757,impartial,0.96861279
5438,FAKE,unsure,0.414902508,bias,0.218025178
6329,FAKE,bias,0.000964652,bias,0.106056154
4455,REAL,bias,0.381424904,unsure,0.406865567
9769,FAKE,bias,0.391010255,bias,0.304321378
235,REAL,bias,0.219107866,bias,0.084289685
4359,REAL,impartial,0.864658773,impartial,0.717877746
2462,REAL,impartial,0.973368883,impartial,0.751766145
7877,FAKE,bias,0.005329136,bias,0.048924722
5305,FAKE,bias,0.098309278,unsure,0.506211817
8824,FAKE,impartial,0.88712275,impartial,0.973671794
9453,FAKE,bias,0.014025845,bias,0.224719733
4289,REAL,unsure,0.595503509,unsure,0.485672623
5434,FAKE,bias,0.181346446,bias,0.13709031
6665,FAKE,bias,0.223492593,bias,0.332322776
743,REAL,impartial,0.79188031,impartial,0.904614508
9554,FAKE,bias,0.299833417,bias,0.119053535
8925,FAKE,bias,0.161841929,bias,0.122706056
5061,REAL,impartial,0.64423883,unsure,0.584225714
7953,FAKE,bias,0.137304693,bias,0.332322776
1146,REAL,impartial,0.714334548,unsure,0.588990986
6588,FAKE,unsure,0.425141066,bias,0.164629728
9586,FAKE,unsure,0.503323436,unsure,0.497441709
6299,FAKE,unsure,0.478274107,bias,0.28683567
10314,FAKE,impartial,0.819415092,bias,0.289374888
9648,FAKE,bias,0.079589918,bias,0.329750896
9437,FAKE,bias,0.344019175,bias,0.332322776
9444,FAKE,impartial,0.714812279,bias,0.236675873
1027,REAL,unsure,0.564409137,bias,0.24644278
9560,FAKE,bias,0.391010433,bias,0.178761616
5237,REAL,bias,0.095563315,unsure,0.565265238
8133,FAKE,impartial,0.830447853,bias,0.312277913
4122,REAL,impartial,0.75401777,bias,0.273579806
266,REAL,impartial,0.843858898,impartial,0.828610897
10548,FAKE,impartial,0.816352487,bias,0.044963285
2551,REAL,unsure,0.593652904,bias,0.181794107
10363,FAKE,bias,0.359805673,impartial,0.638610244
5060,REAL,bias,0.379512101,bias,0.125322223
5183,REAL,bias,0.283864766,impartial,0.915770233
2822,REAL,bias,0.294796139,bias,0.339701444
4305,REAL,unsure,0.561674058,bias,0.094044782
1786,REAL,impartial,0.69665128,unsure,0.457332343
5685,FAKE,impartial,0.800619125,unsure,0.40070188
2057,REAL,impartial,0.759415925,bias,0.332322776
6128,FAKE,unsure,0.427947342,unsure,0.557333589
7303,FAKE,impartial,0.78946197,unsure,0.439724654
4601,REAL,impartial,0.640586078,bias,0.181874543
8367,FAKE,impartial,0.711779892,bias,0.332322776
1996,REAL,unsure,0.520535648,unsure,0.594838083
4267,REAL,bias,0.328117877,unsure,0.528687418
3077,REAL,bias,0.372576863,bias,0.319730937
2376,REAL,impartial,0.700889945,bias,0.332322776
9553,FAKE,unsure,0.509482026,bias,0.334353685
2570,REAL,unsure,0.503893554,impartial,0.90631628
4375,REAL,unsure,0.40552631,unsure,0.520110846
6917,FAKE,impartial,0.82995677,bias,0.286262542
781,REAL,bias,0.227532655,bias,0.066707231
7811,FAKE,bias,0.339376241,bias,0.162564307
7529,FAKE,impartial,0.927905679,impartial,0.937918603
8353,FAKE,impartial,0.817925274,unsure,0.581939578
10250,FAKE,bias,0.172155246,bias,0.161550149
2619,REAL,impartial,0.674619913,impartial,0.704278171
8696,FAKE,impartial,0.783663929,unsure,0.412144572
9749,FAKE,impartial,0.845756829,impartial,0.65209192
693,REAL,impartial,0.786940217,bias,0.185126364
4621,REAL,bias,0.225465447,unsure,0.466148257
7253,FAKE,impartial,0.915856183,bias,0.230160803
5869,FAKE,unsure,0.474249691,impartial,0.62021482
1118,REAL,impartial,0.700889945,impartial,0.954226196
6369,FAKE,impartial,0.70416373,unsure,0.495561004
7701,FAKE,bias,0.251054257,bias,0.332322776
5223,REAL,bias,0.385235786,impartial,0.688939929
6113,FAKE,bias,0.257144749,impartial,0.769649267
9696,FAKE,unsure,0.562923193,bias,0.332322776
10124,FAKE,bias,0.251323968,bias,0.157047957
9390,FAKE,bias,0.011714863,bias,0.232974932
217,REAL,bias,0.061840836,bias,0.364542931
2634,REAL,impartial,0.611107349,impartial,0.769200861
3134,REAL,bias,0.044564959,bias,0.232211441
8552,FAKE,impartial,0.69878,unsure,0.527475119
1590,REAL,impartial,0.81382674,bias,0.332322776
704,REAL,impartial,0.660235226,unsure,0.493441641
7863,FAKE,impartial,0.830704272,impartial,0.961424351
3982,REAL,impartial,0.94712913,impartial,0.853227973
8614,FAKE,impartial,0.760032833,bias,0.168851644
3140,REAL,bias,0.172393143,bias,0.211169258
1423,REAL,bias,0.151442975,bias,0.11270117
10518,FAKE,unsure,0.518646538,bias,0.099095359
3828,REAL,impartial,0.888665795,bias,0.383636832
9231,FAKE,bias,0.173558816,bias,0.093284853
8088,FAKE,unsure,0.52579695,bias,0.335093558
1722,REAL,bias,0.331424236,impartial,0.673949838
9307,FAKE,bias,0.251048774,bias,0.255444854
1479,REAL,impartial,0.871599138,bias,0.390151948
992,REAL,bias,0.309279442,bias,0.142491281
